canonical_key,is,theme,topic_id,order_id,group_id,category,relic_id,name,official_rarity,official_value,effect,description,unlock,icon_id,icon_url,local_icon,is_special,enroll_id,game_rarity,game_value,game_effect,enabled,notes,params_json,mechanics_json,raw_json,duplicate_count,appears_in,variant_changed,effect_variants,source_ids
浓缩抑制剂,IS2,傀影与猩红孤钻,rogue_1,176,4,,rogue_1_relic_q37,浓缩抑制剂,SUPER_RARE,,所有干员攻击【感染生物】时攻击力提升至150%并使其失去特殊能力3秒,罗德岛用于抑制急性矿石病的医疗试剂，但在浓缩提炼后，反而会对感染部位造成不可逆转的伤害。,在多局游戏中累计击败400个【感染生物】敌人,rogue_1_relic_q37,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_1_relic_q37.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_1/rogue_1_relic_q37.png,否,,,,,是,,"{""id"":""rogue_1_relic_q37"",""checkCharBoxTypes"":{},""checkCharBoxParams"":{}}","{""id"":""rogue_1_relic_q37"",""buffs"":[{""key"":""global_buff_normal"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""atk_scale[filter_tag]""},{""key"":""tag"",""value"":0.0,""valueStr"":""infection""},{""key"":""atk_scale"",""value"":1.5,""valueStr"":null},{""key"":""selector.profession"",""value"":0.0,""valueStr"":""warrior|sniper|tank|medic|support|caster|special|pioneer""}]},{""key"":""global_buff_normal"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""silence_attachment[filter_tag]""},{""key"":""tag"",""value"":0.0,""valueStr"":""infection""},{""key"":""silence"",""value"":3.0,""valueStr"":null},{""key"":""selector.profession"",""value"":0.0,""valueStr"":""warrior|sniper|tank|medic|support|caster|special|pioneer""}]}]}","{""id"":""rogue_1_relic_q37"",""name"":""浓缩抑制剂"",""description"":""罗德岛用于抑制急性矿石病的医疗试剂，但在浓缩提炼后，反而会对感染部位造成不可逆转的伤害。"",""usage"":""所有干员攻击【感染生物】时攻击力提升至150%并使其失去特殊能力3秒"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_1_relic_q37"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""SUPER_RARE"",""sortId"":256,""canSacrifice"":false,""tinyIconColor"":null,""unlockCondDesc"":""在多局游戏中累计击败400个【感染生物】敌人"",""shortUsage"":null}",2,IS2 / IS4,否,IS2: 所有干员攻击【感染生物】时攻击力提升至150%并使其失去特殊能力3秒 || IS4: 所有干员攻击【感染生物】时攻击力提升至150%并使其失去特殊能力3秒,IS2:rogue_1_relic_q37 | IS4:rogue_3_relic_legacy_1
浓缩抑制剂,IS4,探索者的银凇止境,rogue_3,186,5,,rogue_3_relic_legacy_1,浓缩抑制剂,SUPER_RARE,,所有干员攻击【感染生物】时攻击力提升至150%并使其失去特殊能力3秒,罗德岛用于抑制急性矿石病的医疗试剂，但在浓缩提炼后，反而会对感染部位造成不可逆转的伤害。,找到并消灭一个“冰爆源石虫”或“冰爆源石虫·α”,rogue_3_relic_legacy_1,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_3_relic_legacy_1.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_3/rogue_3_relic_legacy_1.png,是,,,,,是,,"{""id"":""rogue_3_relic_legacy_1"",""checkCharBoxTypes"":{},""checkCharBoxParams"":{}}","{""id"":""rogue_3_relic_legacy_1"",""buffs"":[{""key"":""global_buff_normal"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""atk_scale[filter_tag]""},{""key"":""tag"",""value"":0.0,""valueStr"":""infection""},{""key"":""atk_scale"",""value"":1.5,""valueStr"":null},{""key"":""selector.profession"",""value"":0.0,""valueStr"":""warrior|sniper|tank|medic|support|caster|special|pioneer""}]},{""key"":""global_buff_normal"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""silence_attachment[filter_tag]""},{""key"":""tag"",""value"":0.0,""valueStr"":""infection""},{""key"":""silence"",""value"":3.0,""valueStr"":null},{""key"":""selector.profession"",""value"":0.0,""valueStr"":""warrior|sniper|tank|medic|support|caster|special|pioneer""}]}]}","{""id"":""rogue_3_relic_legacy_1"",""name"":""浓缩抑制剂"",""description"":""罗德岛用于抑制急性矿石病的医疗试剂，但在浓缩提炼后，反而会对感染部位造成不可逆转的伤害。"",""usage"":""所有干员攻击【感染生物】时攻击力提升至150%并使其失去特殊能力3秒"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_3_relic_legacy_1"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""SUPER_RARE"",""sortId"":999,""canSacrifice"":true,""tinyIconColor"":null,""unlockCondDesc"":""找到并消灭一个“冰爆源石虫”或“冰爆源石虫·α”"",""shortUsage"":null}",2,IS2 / IS4,否,IS2: 所有干员攻击【感染生物】时攻击力提升至150%并使其失去特殊能力3秒 || IS4: 所有干员攻击【感染生物】时攻击力提升至150%并使其失去特殊能力3秒,IS2:rogue_1_relic_q37 | IS4:rogue_3_relic_legacy_1
涌动之餐,IS2,傀影与猩红孤钻,rogue_1,PCS05,7,,rogue_1_relic_sp05,涌动之餐,SUPER_RARE,,所有我方单位受到的治疗和生命回复效果+30%，且受到的元素损伤-30%,我们生来便学会摄取。别违抗欲求，顺从它。,在多局游戏中累计失去300目标生命,rogue_1_relic_sp05,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_1_relic_sp05.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_1/rogue_1_relic_sp05.png,是,,,,,是,,"{""id"":""rogue_1_relic_sp05"",""checkCharBoxTypes"":{},""checkCharBoxParams"":{}}","{""id"":""rogue_1_relic_sp05"",""buffs"":[{""key"":""global_buff_normal"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""heal_scale""},{""key"":""heal_scale"",""value"":1.3,""valueStr"":null}]},{""key"":""global_buff_normal"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""hp_recovery_per_sec[mul]""},{""key"":""hp_recovery_per_sec"",""value"":0.3,""valueStr"":null}]},{""key"":""global_buff_normal"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""hp_recovery_per_sec_by_max_hp_ratio[mul]""},{""key"":""hp_recovery_per_sec_by_max_hp_ratio"",""value"":0.3,""valueStr"":null}]},{""key"":""global_buff_normal"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""element_resistance""},{""key"":""ep_damage_resistance"",""value"":0.3,""valueStr"":null}]}]}","{""id"":""rogue_1_relic_sp05"",""name"":""涌动之餐"",""description"":""我们生来便学会摄取。别违抗欲求，顺从它。"",""usage"":""所有我方单位受到的治疗和生命回复效果+30%，且受到的元素损伤-30%"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_1_relic_sp05"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""SUPER_RARE"",""sortId"":249,""canSacrifice"":false,""tinyIconColor"":null,""unlockCondDesc"":""在多局游戏中累计失去300目标生命"",""shortUsage"":null}",4,IS2 / IS3 / IS5 / IS7,是,IS2: 所有我方单位受到的治疗和生命回复效果+30%，且受到的元素损伤-30% || IS3: 所有我方单位受到的治疗和生命回复效果+30%，且受到的元素损伤-30% || IS5: 所有我方单位受到的治疗和生命回复效果+30%，且受到的元素损伤-30% || IS7: 所有我方单位受到的治疗和生命回复效果+40%，且受到的元素损伤-30%,IS2:rogue_1_relic_sp05 | IS3:rogue_2_relic_fight_30 | IS5:rogue_4_relic_legacy_190 | IS7:rogue_6_relic_legacy_83
涌动之餐,IS3,水月与深蓝之树,rogue_2,071,2,,rogue_2_relic_fight_30,涌动之餐,SUPER_RARE,,所有我方单位受到的治疗和生命回复效果+30%，且受到的元素损伤-30%,我们生来便学会摄取。别违抗欲求，顺从它。,在多局游戏中累计失去100目标生命,rogue_2_relic_fight_30,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_2_relic_fight_30.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_fight_30.png,是,,,,,是,,"{""id"":""rogue_2_relic_fight_30"",""checkCharBoxTypes"":{},""checkCharBoxParams"":{}}","{""id"":""rogue_2_relic_fight_30"",""buffs"":[{""key"":""global_buff_normal"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""heal_scale""},{""key"":""heal_scale"",""value"":1.3,""valueStr"":null}]},{""key"":""global_buff_normal"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""hp_recovery_per_sec[mul]""},{""key"":""hp_recovery_per_sec"",""value"":0.3,""valueStr"":null}]},{""key"":""global_buff_normal"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""hp_recovery_per_sec_by_max_hp_ratio[mul]""},{""key"":""hp_recovery_per_sec_by_max_hp_ratio"",""value"":0.3,""valueStr"":null}]},{""key"":""global_buff_normal"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""element_resistance""},{""key"":""ep_damage_resistance"",""value"":0.3,""valueStr"":null}]}]}","{""id"":""rogue_2_relic_fight_30"",""name"":""涌动之餐"",""description"":""我们生来便学会摄取。别违抗欲求，顺从它。"",""usage"":""所有我方单位受到的治疗和生命回复效果+30%，且受到的元素损伤-30%"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_2_relic_fight_30"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""SUPER_RARE"",""sortId"":999,""canSacrifice"":true,""tinyIconColor"":null,""unlockCondDesc"":""在多局游戏中累计失去100目标生命"",""shortUsage"":null}",4,IS2 / IS3 / IS5 / IS7,是,IS2: 所有我方单位受到的治疗和生命回复效果+30%，且受到的元素损伤-30% || IS3: 所有我方单位受到的治疗和生命回复效果+30%，且受到的元素损伤-30% || IS5: 所有我方单位受到的治疗和生命回复效果+30%，且受到的元素损伤-30% || IS7: 所有我方单位受到的治疗和生命回复效果+40%，且受到的元素损伤-30%,IS2:rogue_1_relic_sp05 | IS3:rogue_2_relic_fight_30 | IS5:rogue_4_relic_legacy_190 | IS7:rogue_6_relic_legacy_83
涌动之餐,IS5,萨卡兹的无终奇语,rogue_4,289,10,,rogue_4_relic_legacy_190,涌动之餐,SUPER_RARE,,所有我方单位受到的治疗和生命回复效果+30%，且受到的元素损伤-30%,我们生来便学会摄取。别违抗欲求，顺从它。,,rogue_4_relic_legacy_190,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_4_relic_legacy_190.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_4/rogue_4_relic_legacy_190.png,是,rogue_4_enroll_2,,,,是,,"{""id"":""rogue_4_relic_legacy_190"",""checkCharBoxTypes"":{},""checkCharBoxParams"":{}}","{""id"":""rogue_4_relic_legacy_190"",""buffs"":[{""key"":""global_buff_normal"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""heal_scale""},{""key"":""heal_scale"",""value"":1.3,""valueStr"":null}]},{""key"":""global_buff_normal"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""hp_recovery_per_sec[mul]""},{""key"":""hp_recovery_per_sec"",""value"":0.3,""valueStr"":null}]},{""key"":""global_buff_normal"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""hp_recovery_per_sec_by_max_hp_ratio[mul]""},{""key"":""hp_recovery_per_sec_by_max_hp_ratio"",""value"":0.3,""valueStr"":null}]},{""key"":""global_buff_normal"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""element_resistance""},{""key"":""ep_damage_resistance"",""value"":0.3,""valueStr"":null}]}]}","{""id"":""rogue_4_relic_legacy_190"",""name"":""涌动之餐"",""description"":""我们生来便学会摄取。别违抗欲求，顺从它。"",""usage"":""所有我方单位受到的治疗和生命回复效果+30%，且受到的元素损伤-30%"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_4_relic_legacy_190"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""SUPER_RARE"",""sortId"":999,""canSacrifice"":true,""tinyIconColor"":null,""unlockCondDesc"":null,""shortUsage"":null}",4,IS2 / IS3 / IS5 / IS7,是,IS2: 所有我方单位受到的治疗和生命回复效果+30%，且受到的元素损伤-30% || IS3: 所有我方单位受到的治疗和生命回复效果+30%，且受到的元素损伤-30% || IS5: 所有我方单位受到的治疗和生命回复效果+30%，且受到的元素损伤-30% || IS7: 所有我方单位受到的治疗和生命回复效果+40%，且受到的元素损伤-30%,IS2:rogue_1_relic_sp05 | IS3:rogue_2_relic_fight_30 | IS5:rogue_4_relic_legacy_190 | IS7:rogue_6_relic_legacy_83
涌动之餐,IS7,沉沦者的黑流树海,rogue_6,072,3,,rogue_6_relic_legacy_83,涌动之餐,SUPER_RARE,,所有我方单位受到的治疗和生命回复效果+40%，且受到的元素损伤-30%,我们生来便学会摄取。别违抗欲求，顺从它。,,rogue_6_relic_legacy_83,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_6_relic_legacy_83.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_legacy_83.png,是,,,,,是,,"{""id"":""rogue_6_relic_legacy_83"",""checkCharBoxTypes"":{},""checkCharBoxParams"":{}}","{""id"":""rogue_6_relic_legacy_83"",""buffs"":[{""key"":""global_buff_normal"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""heal_scale""},{""key"":""heal_scale"",""value"":1.4,""valueStr"":null}]},{""key"":""global_buff_normal"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""hp_recovery_per_sec[mul]""},{""key"":""hp_recovery_per_sec"",""value"":0.4,""valueStr"":null}]},{""key"":""global_buff_normal"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""hp_recovery_per_sec_by_max_hp_ratio[mul]""},{""key"":""hp_recovery_per_sec_by_max_hp_ratio"",""value"":0.4,""valueStr"":null}]},{""key"":""global_buff_normal"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""element_resistance""},{""key"":""ep_damage_resistance"",""value"":0.3,""valueStr"":null}]}]}","{""id"":""rogue_6_relic_legacy_83"",""name"":""涌动之餐"",""description"":""我们生来便学会摄取。别违抗欲求，顺从它。"",""usage"":""所有我方单位受到的治疗和生命回复效果+40%，且受到的元素损伤-30%"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_6_relic_legacy_83"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""SUPER_RARE"",""sortId"":999,""canSacrifice"":true,""tinyIconColor"":null,""unlockCondDesc"":null,""shortUsage"":null}",4,IS2 / IS3 / IS5 / IS7,是,IS2: 所有我方单位受到的治疗和生命回复效果+30%，且受到的元素损伤-30% || IS3: 所有我方单位受到的治疗和生命回复效果+30%，且受到的元素损伤-30% || IS5: 所有我方单位受到的治疗和生命回复效果+30%，且受到的元素损伤-30% || IS7: 所有我方单位受到的治疗和生命回复效果+40%，且受到的元素损伤-30%,IS2:rogue_1_relic_sp05 | IS3:rogue_2_relic_fight_30 | IS5:rogue_4_relic_legacy_190 | IS7:rogue_6_relic_legacy_83
游戏室管理员权限卡,IS3,水月与深蓝之树,rogue_2,177,4,,rogue_2_relic_grace_34,游戏室管理员权限卡,NORMAL,,立即进阶一个干员（不消耗希望）,持有它，您就掌握了罗德岛的娱乐管理大权，请谨慎处理干员们种种奇怪的申请......以及每天关门。,,rogue_2_relic_grace_34,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_2_relic_grace_34.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_grace_34.png,否,,,,,是,,"{""id"":""rogue_2_relic_grace_34"",""checkCharBoxTypes"":[""UPGRADE""],""checkCharBoxParams"":[{""valueProfessionMask"":""NONE"",""valueStrs"":null,""valueInt"":0}]}","{""id"":""rogue_2_relic_grace_34"",""buffs"":[{""key"":""immediate_reward"",""blackboard"":[{""key"":""id"",""value"":0.0,""valueStr"":""rogue_2_upgrade_ticket_all""},{""key"":""count"",""value"":1.0,""valueStr"":null}]}]}","{""id"":""rogue_2_relic_grace_34"",""name"":""游戏室管理员权限卡"",""description"":""持有它，您就掌握了罗德岛的娱乐管理大权，请谨慎处理干员们种种奇怪的申请......以及每天关门。   "",""usage"":""立即进阶一个干员（不消耗希望）"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_2_relic_grace_34"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""NORMAL"",""sortId"":999,""canSacrifice"":false,""tinyIconColor"":null,""unlockCondDesc"":null,""shortUsage"":null}",4,IS3 / IS4 / IS5 / IS6,否,IS3: 立即进阶一个干员（不消耗希望） || IS4: 立即进阶一个干员（不消耗希望） || IS5: 立即进阶一个干员（不消耗希望） || IS6: 立即进阶一个干员（不消耗希望）,IS3:rogue_2_relic_grace_34 | IS4:rogue_3_relic_legacy_43 | IS5:rogue_4_relic_legacy_42 | IS6:rogue_5_relic_legacy_9
游戏室管理员权限卡,IS4,探索者的银凇止境,rogue_3,013,1,,rogue_3_relic_legacy_43,游戏室管理员权限卡,NORMAL,,立即进阶一个干员（不消耗希望）,持有它，您就掌握了罗德岛的娱乐管理大权，请谨慎处理干员们种种奇怪的申请......以及每天关门。,,rogue_3_relic_legacy_43,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_3_relic_legacy_43.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_3/rogue_3_relic_legacy_43.png,否,,,,,是,,"{""id"":""rogue_3_relic_legacy_43"",""checkCharBoxTypes"":[""UPGRADE""],""checkCharBoxParams"":[{""valueProfessionMask"":""NONE"",""valueStrs"":null,""valueInt"":0}]}","{""id"":""rogue_3_relic_legacy_43"",""buffs"":[{""key"":""immediate_reward"",""blackboard"":[{""key"":""id"",""value"":0.0,""valueStr"":""rogue_3_upgrade_ticket_all""},{""key"":""count"",""value"":1.0,""valueStr"":null}]}]}","{""id"":""rogue_3_relic_legacy_43"",""name"":""游戏室管理员权限卡"",""description"":""持有它，您就掌握了罗德岛的娱乐管理大权，请谨慎处理干员们种种奇怪的申请......以及每天关门。   "",""usage"":""立即进阶一个干员（不消耗希望）"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_3_relic_legacy_43"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""NORMAL"",""sortId"":999,""canSacrifice"":true,""tinyIconColor"":null,""unlockCondDesc"":null,""shortUsage"":null}",4,IS3 / IS4 / IS5 / IS6,否,IS3: 立即进阶一个干员（不消耗希望） || IS4: 立即进阶一个干员（不消耗希望） || IS5: 立即进阶一个干员（不消耗希望） || IS6: 立即进阶一个干员（不消耗希望）,IS3:rogue_2_relic_grace_34 | IS4:rogue_3_relic_legacy_43 | IS5:rogue_4_relic_legacy_42 | IS6:rogue_5_relic_legacy_9
游戏室管理员权限卡,IS5,萨卡兹的无终奇语,rogue_4,019,1,,rogue_4_relic_legacy_42,游戏室管理员权限卡,NORMAL,,立即进阶一个干员（不消耗希望）,持有它，您就掌握了罗德岛的娱乐管理大权，请谨慎处理干员们种种奇怪的申请......以及每天关门。,,rogue_4_relic_legacy_42,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_4_relic_legacy_42.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_4/rogue_4_relic_legacy_42.png,否,,,,,是,,"{""id"":""rogue_4_relic_legacy_42"",""checkCharBoxTypes"":[""UPGRADE""],""checkCharBoxParams"":[{""valueProfessionMask"":""NONE"",""valueStrs"":null,""valueInt"":0}]}","{""id"":""rogue_4_relic_legacy_42"",""buffs"":[{""key"":""immediate_reward"",""blackboard"":[{""key"":""id"",""value"":0.0,""valueStr"":""rogue_4_upgrade_ticket_all""},{""key"":""count"",""value"":1.0,""valueStr"":null}]}]}","{""id"":""rogue_4_relic_legacy_42"",""name"":""游戏室管理员权限卡"",""description"":""持有它，您就掌握了罗德岛的娱乐管理大权，请谨慎处理干员们种种奇怪的申请......以及每天关门。   "",""usage"":""立即进阶一个干员（不消耗希望）"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_4_relic_legacy_42"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""NORMAL"",""sortId"":999,""canSacrifice"":true,""tinyIconColor"":null,""unlockCondDesc"":null,""shortUsage"":null}",4,IS3 / IS4 / IS5 / IS6,否,IS3: 立即进阶一个干员（不消耗希望） || IS4: 立即进阶一个干员（不消耗希望） || IS5: 立即进阶一个干员（不消耗希望） || IS6: 立即进阶一个干员（不消耗希望）,IS3:rogue_2_relic_grace_34 | IS4:rogue_3_relic_legacy_43 | IS5:rogue_4_relic_legacy_42 | IS6:rogue_5_relic_legacy_9
游戏室管理员权限卡,IS6,岁的界园志异,rogue_5,024,2,,rogue_5_relic_legacy_9,游戏室管理员权限卡,NORMAL,,立即进阶一个干员（不消耗希望）,持有它，您就掌握了罗德岛的娱乐管理大权，请谨慎处理干员们种种奇怪的申请......以及每天关门。,,rogue_5_relic_legacy_9,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_5_relic_legacy_9.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_9.png,否,,,,,是,,"{""id"":""rogue_5_relic_legacy_9"",""checkCharBoxTypes"":[""UPGRADE""],""checkCharBoxParams"":[{""valueProfessionMask"":""NONE"",""valueStrs"":null,""valueInt"":0}]}","{""id"":""rogue_5_relic_legacy_9"",""buffs"":[{""key"":""immediate_reward"",""blackboard"":[{""key"":""id"",""value"":0.0,""valueStr"":""rogue_5_upgrade_ticket_all""},{""key"":""count"",""value"":1.0,""valueStr"":null}]}]}","{""id"":""rogue_5_relic_legacy_9"",""name"":""游戏室管理员权限卡"",""description"":""持有它，您就掌握了罗德岛的娱乐管理大权，请谨慎处理干员们种种奇怪的申请......以及每天关门。   "",""usage"":""立即进阶一个干员（不消耗希望）"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_5_relic_legacy_9"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""NORMAL"",""sortId"":999,""canSacrifice"":true,""tinyIconColor"":null,""unlockCondDesc"":null,""shortUsage"":null}",4,IS3 / IS4 / IS5 / IS6,否,IS3: 立即进阶一个干员（不消耗希望） || IS4: 立即进阶一个干员（不消耗希望） || IS5: 立即进阶一个干员（不消耗希望） || IS6: 立即进阶一个干员（不消耗希望）,IS3:rogue_2_relic_grace_34 | IS4:rogue_3_relic_legacy_43 | IS5:rogue_4_relic_legacy_42 | IS6:rogue_5_relic_legacy_9
湖中神盾,IS4,探索者的银凇止境,rogue_3,141,3,,rogue_3_relic_fight_21,湖中神盾,RARE,,护盾值+1；战斗开始时如果拥有护盾值，所有我方单位的最大生命+60%,三十年前，孩童的玩具木盾落入湖中。三十年后，他凿开冰封湖泊，取出盾牌，踏上英雄的旅途。,,rogue_3_relic_fight_21,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_3_relic_fight_21.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_3/rogue_3_relic_fight_21.png,否,,,,,是,,"{""id"":""rogue_3_relic_fight_21"",""checkCharBoxTypes"":{},""checkCharBoxParams"":{}}","{""id"":""rogue_3_relic_fight_21"",""buffs"":[{""key"":""immediate_reward"",""blackboard"":[{""key"":""id"",""value"":0.0,""valueStr"":""rogue_3_shield""},{""key"":""count"",""value"":1.0,""valueStr"":null}]},{""key"":""global_buff_normal"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""rogue_3_increaseMaxHPWhenHavingShield""},{""key"":""max_hp"",""value"":0.6,""valueStr"":null}]}]}","{""id"":""rogue_3_relic_fight_21"",""name"":""湖中神盾"",""description"":""三十年前，孩童的玩具木盾落入湖中。三十年后，他凿开冰封湖泊，取出盾牌，踏上英雄的旅途。"",""usage"":""护盾值+1；战斗开始时如果拥有护盾值，所有我方单位的最大生命+60%"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_3_relic_fight_21"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""RARE"",""sortId"":999,""canSacrifice"":true,""tinyIconColor"":null,""unlockCondDesc"":null,""shortUsage"":null}",4,IS4 / IS5 / IS6 / IS7,否,IS4: 护盾值+1；战斗开始时如果拥有护盾值，所有我方单位的最大生命+60% || IS5: 护盾值+1；战斗开始时如果拥有护盾值，所有我方单位的最大生命+60% || IS6: 护盾值+1；战斗开始时如果拥有护盾值，所有我方单位的最大生命+60% || IS7: 护盾值+1；战斗开始时如果拥有护盾值，所有我方单位的最大生命+60%,IS4:rogue_3_relic_fight_21 | IS5:rogue_4_relic_legacy_158 | IS6:rogue_5_relic_legacy_38 | IS7:rogue_6_relic_legacy_57
湖中神盾,IS5,萨卡兹的无终奇语,rogue_4,127,3,,rogue_4_relic_legacy_158,湖中神盾,RARE,,护盾值+1；战斗开始时如果拥有护盾值，所有我方单位的最大生命+60%,三十年前，孩童的玩具木盾落入湖中。三十年后，他凿开冰封湖泊，取出盾牌，踏上英雄的旅途。,在多局游戏中累计进入40次非战斗节点,rogue_4_relic_legacy_158,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_4_relic_legacy_158.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_4/rogue_4_relic_legacy_158.png,否,,,,,是,,"{""id"":""rogue_4_relic_legacy_158"",""checkCharBoxTypes"":{},""checkCharBoxParams"":{}}","{""id"":""rogue_4_relic_legacy_158"",""buffs"":[{""key"":""immediate_reward"",""blackboard"":[{""key"":""id"",""value"":0.0,""valueStr"":""rogue_4_shield""},{""key"":""count"",""value"":1.0,""valueStr"":null}]},{""key"":""global_buff_normal"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""rogue_3_increaseMaxHPWhenHavingShield""},{""key"":""max_hp"",""value"":0.6,""valueStr"":null}]}]}","{""id"":""rogue_4_relic_legacy_158"",""name"":""湖中神盾"",""description"":""三十年前，孩童的玩具木盾落入湖中。三十年后，他凿开冰封湖泊，取出盾牌，踏上英雄的旅途。"",""usage"":""护盾值+1；战斗开始时如果拥有护盾值，所有我方单位的最大生命+60%"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_4_relic_legacy_158"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""RARE"",""sortId"":999,""canSacrifice"":true,""tinyIconColor"":null,""unlockCondDesc"":""在多局游戏中累计进入40次非战斗节点"",""shortUsage"":null}",4,IS4 / IS5 / IS6 / IS7,否,IS4: 护盾值+1；战斗开始时如果拥有护盾值，所有我方单位的最大生命+60% || IS5: 护盾值+1；战斗开始时如果拥有护盾值，所有我方单位的最大生命+60% || IS6: 护盾值+1；战斗开始时如果拥有护盾值，所有我方单位的最大生命+60% || IS7: 护盾值+1；战斗开始时如果拥有护盾值，所有我方单位的最大生命+60%,IS4:rogue_3_relic_fight_21 | IS5:rogue_4_relic_legacy_158 | IS6:rogue_5_relic_legacy_38 | IS7:rogue_6_relic_legacy_57
