canonical_key,is,theme,topic_id,order_id,group_id,category,relic_id,name,official_rarity,official_value,effect,description,unlock,icon_id,icon_url,local_icon,is_special,enroll_id,game_rarity,game_value,game_effect,enabled,notes,params_json,mechanics_json,raw_json
退行的罗辛南特,IS3,水月与深蓝之树,rogue_2,223,7,,rogue_2_relic_grace_84,退行的罗辛南特,NORMAL,,【猎潮的骑士】不再出现在战场,只有一位英雄能够骑乘它，当英雄死去，它的生命也就到了尽头。,完成游戏结局,rogue_2_relic_grace_84,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_2_relic_grace_84.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_grace_84.png,否,,,,,是,,"{""id"":""rogue_2_relic_grace_84"",""checkCharBoxTypes"":{},""checkCharBoxParams"":{}}","{""id"":""rogue_2_relic_grace_84"",""buffs"":[{""key"":""level_hidden_group_disable"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""allydonq""}]},{""key"":""default_boss_set"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""ro2_b_4""}]}]}","{""id"":""rogue_2_relic_grace_84"",""name"":""退行的罗辛南特"",""description"":""只有一位英雄能够骑乘它，当英雄死去，它的生命也就到了尽头。"",""usage"":""【猎潮的骑士】不再出现在战场"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_2_relic_grace_84"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""NORMAL"",""sortId"":999,""canSacrifice"":false,""tinyIconColor"":null,""unlockCondDesc"":""完成游戏结局"",""shortUsage"":null}"
"""荒诞命运""",IS3,水月与深蓝之树,rogue_2,224,7,,rogue_2_relic_grace_85,“荒诞命运”,RARE,,源石锭+10，钥匙+1,在卡西米尔，他的名字受众人传颂，他的遗族开设公司以其形象谋取利益，他以生命捍卫的事物，尽数化为了钱袋中的一枚枚金币。,完成游戏结局,rogue_2_relic_grace_85,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_2_relic_grace_85.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_grace_85.png,否,,,,,是,,"{""id"":""rogue_2_relic_grace_85"",""checkCharBoxTypes"":{},""checkCharBoxParams"":{}}","{""id"":""rogue_2_relic_grace_85"",""buffs"":[{""key"":""immediate_reward"",""blackboard"":[{""key"":""id"",""value"":0.0,""valueStr"":""rogue_2_gold""},{""key"":""count"",""value"":10.0,""valueStr"":null}]},{""key"":""immediate_reward"",""blackboard"":[{""key"":""id"",""value"":0.0,""valueStr"":""rogue_2_key""},{""key"":""count"",""value"":1.0,""valueStr"":null}]}]}","{""id"":""rogue_2_relic_grace_85"",""name"":""“荒诞命运”"",""description"":""在卡西米尔，他的名字受众人传颂，他的遗族开设公司以其形象谋取利益，他以生命捍卫的事物，尽数化为了钱袋中的一枚枚金币。"",""usage"":""源石锭+10，钥匙+1"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_2_relic_grace_85"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""RARE"",""sortId"":999,""canSacrifice"":false,""tinyIconColor"":null,""unlockCondDesc"":""完成游戏结局"",""shortUsage"":null}"
骑士骨血,IS3,水月与深蓝之树,rogue_2,225,7,,rogue_2_relic_grace_86,骑士骨血,RARE,,【猎潮的骑士】的防御力-80%,反抗不是毫无代价的。骑士早已遍体鳞伤，但他从不在意。纵使粉身碎骨，他也要抗争到底。,完成游戏结局,rogue_2_relic_grace_86,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_2_relic_grace_86.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_grace_86.png,否,,,,,是,,"{""id"":""rogue_2_relic_grace_86"",""checkCharBoxTypes"":{},""checkCharBoxParams"":{}}","{""id"":""rogue_2_relic_grace_86"",""buffs"":[{""key"":""global_buff_normal"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""enemy_def_down""},{""key"":""def"",""value"":-0.8,""valueStr"":null},{""key"":""selector.char"",""value"":0.0,""valueStr"":""trap_079_allydonq""},{""key"":""selector.side"",""value"":0.0,""valueStr"":""ally""}]},{""key"":""global_buff_normal"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""enemy_def_down""},{""key"":""def"",""value"":-0.8,""valueStr"":null},{""key"":""selector.enemy"",""value"":0.0,""valueStr"":""enemy_2038_sydonq""}]}]}","{""id"":""rogue_2_relic_grace_86"",""name"":""骑士骨血"",""description"":""反抗不是毫无代价的。骑士早已遍体鳞伤，但他从不在意。纵使粉身碎骨，他也要抗争到底。"",""usage"":""【猎潮的骑士】的防御力-80%"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_2_relic_grace_86"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""RARE"",""sortId"":999,""canSacrifice"":false,""tinyIconColor"":null,""unlockCondDesc"":""完成游戏结局"",""shortUsage"":null}"
"""绝唱""",IS3,水月与深蓝之树,rogue_2,226,7,,rogue_2_relic_grace_87,“绝唱”,SUPER_RARE,,获得时随机获得2个启示,"呜呼，呜呼，深海猎人今何在？
可叹，可叹，海中只余涌潮声。",？？？,rogue_2_relic_grace_87,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_2_relic_grace_87.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_grace_87.png,是,,,,,是,,"{""id"":""rogue_2_relic_grace_87"",""checkCharBoxTypes"":{},""checkCharBoxParams"":{}}","{""id"":""rogue_2_relic_grace_87"",""buffs"":[{""key"":""immediate_virtue"",""blackboard"":[{""key"":""count"",""value"":2.0,""valueStr"":null}]}]}","{""id"":""rogue_2_relic_grace_87"",""name"":""“绝唱”"",""description"":""呜呼，呜呼，深海猎人今何在？\n可叹，可叹，海中只余涌潮声。"",""usage"":""获得时随机获得2个启示"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_2_relic_grace_87"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""SUPER_RARE"",""sortId"":999,""canSacrifice"":false,""tinyIconColor"":null,""unlockCondDesc"":""？？？"",""shortUsage"":null}"
"""审判庭之火""",IS3,水月与深蓝之树,rogue_2,229,8,,rogue_2_relic_fight_121,“审判庭之火”,SUPER_RARE,,所有干员对【海怪】造成伤害时回复2点技力,正因为恶物们自海中诞生，所以它们畏惧，畏惧这与海水绝不相融的烈火。,在“前瞻性投资系统”中的投资储备余额最高达到过325,rogue_2_relic_fight_121,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_2_relic_fight_121.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_fight_121.png,是,,,,,是,,"{""id"":""rogue_2_relic_fight_121"",""checkCharBoxTypes"":{},""checkCharBoxParams"":{}}","{""id"":""rogue_2_relic_fight_121"",""buffs"":[{""key"":""global_buff_normal"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""rogue_2_hit_to_add_sp[tag]""},{""key"":""sp"",""value"":2.0,""valueStr"":null},{""key"":""selector.profession"",""value"":0.0,""valueStr"":""warrior|sniper|tank|medic|support|caster|special|pioneer""},{""key"":""tag"",""value"":0.0,""valueStr"":""seamonster""}]}]}","{""id"":""rogue_2_relic_fight_121"",""name"":""“审判庭之火”"",""description"":""正因为恶物们自海中诞生，所以它们畏惧，畏惧这与海水绝不相融的烈火。"",""usage"":""所有干员对【海怪】造成伤害时回复2点技力"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_2_relic_fight_121"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""SUPER_RARE"",""sortId"":999,""canSacrifice"":true,""tinyIconColor"":null,""unlockCondDesc"":""在“前瞻性投资系统”中的投资储备余额最高达到过325"",""shortUsage"":null}"
"""基岩""",IS3,水月与深蓝之树,rogue_2,235,8,,rogue_2_relic_fight_40,“基岩”,SUPER_RARE,,所有干员的部署费用+5，但攻击力、防御力和生命+15%,据说是专为深海猎人打造的武器。他的主人曾与斯卡蒂并肩作战，砸烂过海中巨物一根触须，但在抛出武器为斯卡蒂挡下骨质投射物后，消失在了恐鱼的大群中。,,rogue_2_relic_fight_40,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_2_relic_fight_40.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_fight_40.png,是,,,,,是,,"{""id"":""rogue_2_relic_fight_40"",""checkCharBoxTypes"":{},""checkCharBoxParams"":{}}","{""id"":""rogue_2_relic_fight_40"",""buffs"":[{""key"":""char_attribute_mul"",""blackboard"":[{""key"":""selector.profession"",""value"":0.0,""valueStr"":""warrior|sniper|tank|medic|support|caster|special|pioneer""},{""key"":""atk"",""value"":0.15,""valueStr"":null},{""key"":""def"",""value"":0.15,""valueStr"":null},{""key"":""max_hp"",""value"":0.15,""valueStr"":null}]},{""key"":""char_attribute_add"",""blackboard"":[{""key"":""selector.profession"",""value"":0.0,""valueStr"":""warrior|sniper|tank|medic|support|caster|special|pioneer""},{""key"":""cost"",""value"":5.0,""valueStr"":null}]}]}","{""id"":""rogue_2_relic_fight_40"",""name"":""“基岩”"",""description"":""据说是专为深海猎人打造的武器。他的主人曾与斯卡蒂并肩作战，砸烂过海中巨物一根触须，但在抛出武器为斯卡蒂挡下骨质投射物后，消失在了恐鱼的大群中。"",""usage"":""所有干员的部署费用+5，但攻击力、防御力和生命+15%"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_2_relic_fight_40"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""SUPER_RARE"",""sortId"":999,""canSacrifice"":true,""tinyIconColor"":null,""unlockCondDesc"":null,""shortUsage"":null}"
"""分浪""",IS3,水月与深蓝之树,rogue_2,236,8,,rogue_2_relic_fight_41,“分浪”,SUPER_RARE,,所有干员的生命-25%，但再部署时间-50%,据说是专为深海猎人打造的武器。她的主人曾是歌蕾蒂娅的队员，被其收割的恐鱼不计其数。但为了让其他队伍能够顺利接近海中巨物，身负重伤的她自愿断后，没有人再见到过她的身影。,,rogue_2_relic_fight_41,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_2_relic_fight_41.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_fight_41.png,是,,,,,是,,"{""id"":""rogue_2_relic_fight_41"",""checkCharBoxTypes"":{},""checkCharBoxParams"":{}}","{""id"":""rogue_2_relic_fight_41"",""buffs"":[{""key"":""char_attribute_mul"",""blackboard"":[{""key"":""selector.profession"",""value"":0.0,""valueStr"":""warrior|sniper|tank|medic|support|caster|special|pioneer""},{""key"":""max_hp"",""value"":-0.25,""valueStr"":null},{""key"":""respawn_time"",""value"":-0.5,""valueStr"":null}]}]}","{""id"":""rogue_2_relic_fight_41"",""name"":""“分浪”"",""description"":""据说是专为深海猎人打造的武器。她的主人曾是歌蕾蒂娅的队员，被其收割的恐鱼不计其数。但为了让其他队伍能够顺利接近海中巨物，身负重伤的她自愿断后，没有人再见到过她的身影。"",""usage"":""所有干员的生命-25%，但再部署时间-50%"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_2_relic_fight_41"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""SUPER_RARE"",""sortId"":999,""canSacrifice"":true,""tinyIconColor"":null,""unlockCondDesc"":null,""shortUsage"":null}"
"""海洋的脉搏""",IS3,水月与深蓝之树,rogue_2,237,8,,rogue_2_relic_fight_42,“海洋的脉搏”,SUPER_RARE,,所有我方单位的攻击速度+10，所有敌方单位的攻击速度-10,造型精巧的水脉仪，能够监测洋流的实时流向，在阿戈尔人的水下代步工具中比较常见。,,rogue_2_relic_fight_42,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_2_relic_fight_42.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_fight_42.png,是,,,,,是,,"{""id"":""rogue_2_relic_fight_42"",""checkCharBoxTypes"":{},""checkCharBoxParams"":{}}","{""id"":""rogue_2_relic_fight_42"",""buffs"":[{""key"":""global_buff_normal"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""enemy_attack_speed_down""},{""key"":""attack_speed"",""value"":-10.0,""valueStr"":null}]},{""key"":""char_attribute_add"",""blackboard"":[{""key"":""attack_speed"",""value"":10.0,""valueStr"":null}]}]}","{""id"":""rogue_2_relic_fight_42"",""name"":""“海洋的脉搏”"",""description"":""造型精巧的水脉仪，能够监测洋流的实时流向，在阿戈尔人的水下代步工具中比较常见。"",""usage"":""所有我方单位的攻击速度+10，所有敌方单位的攻击速度-10"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_2_relic_fight_42"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""SUPER_RARE"",""sortId"":999,""canSacrifice"":true,""tinyIconColor"":null,""unlockCondDesc"":null,""shortUsage"":null}"
"""决心""",IS3,水月与深蓝之树,rogue_2,238,9,,rogue_2_relic_grace_88,“决心”,SUPER_RARE,,所有我方干员阻挡数+2，防御力和生命+120%，法术抗性+20，让探索走向不同的结局,时至今日，水月的人性光辉仍未褪色，他作为人类接受了海嗣，也定能由海嗣重新化作人类。,【内容拓展 · 二】后，完成一次游戏结局,rogue_2_relic_grace_88,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_2_relic_grace_88.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_grace_88.png,是,rogue_2_enroll_2,,,,是,,"{""id"":""rogue_2_relic_grace_88"",""checkCharBoxTypes"":{},""checkCharBoxParams"":{}}","{""id"":""rogue_2_relic_grace_88"",""buffs"":[{""key"":""char_attribute_add"",""blackboard"":[{""key"":""block_cnt"",""value"":2.0,""valueStr"":null},{""key"":""selector.profession"",""value"":0.0,""valueStr"":""warrior|sniper|tank|medic|support|caster|special|pioneer""}]},{""key"":""char_attribute_add"",""blackboard"":[{""key"":""magic_resistance"",""value"":20.0,""valueStr"":null},{""key"":""selector.profession"",""value"":0.0,""valueStr"":""warrior|sniper|tank|medic|support|caster|special|pioneer""}]},{""key"":""char_attribute_mul"",""blackboard"":[{""key"":""def"",""value"":1.2,""valueStr"":null},{""key"":""selector.profession"",""value"":0.0,""valueStr"":""warrior|sniper|tank|medic|support|caster|special|pioneer""}]},{""key"":""char_attribute_mul"",""blackboard"":[{""key"":""max_hp"",""value"":1.2,""valueStr"":null},{""key"":""selector.profession"",""value"":0.0,""valueStr"":""warrior|sniper|tank|medic|support|caster|special|pioneer""}]},{""key"":""change_stage"",""blackboard"":[{""key"":""from"",""value"":0.0,""valueStr"":""ro2_b_6""},{""key"":""to"",""value"":0.0,""valueStr"":""ro2_b_7""}]}]}","{""id"":""rogue_2_relic_grace_88"",""name"":""“决心”"",""description"":""时至今日，水月的人性光辉仍未褪色，他作为人类接受了海嗣，也定能由海嗣重新化作人类。"",""usage"":""所有我方干员阻挡数+2，防御力和生命+120%，法术抗性+20，让探索走向不同的结局"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_2_relic_grace_88"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""SUPER_RARE"",""sortId"":999,""canSacrifice"":false,""tinyIconColor"":null,""unlockCondDesc"":""【内容拓展 · 二】后，完成一次游戏结局"",""shortUsage"":null}"
"""观望""",IS3,水月与深蓝之树,rogue_2,239,9,,rogue_2_relic_grace_89,“观望”,SUPER_RARE,,所有我方干员阻挡数+1，让探索走向不同的结局,水月对自己的认知并不偏向海嗣或是人类，他只是在做自己认为正确的事。,【内容拓展 · 二】后，完成一次游戏结局,rogue_2_relic_grace_89,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_2_relic_grace_89.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_grace_89.png,是,rogue_2_enroll_2,,,,是,,"{""id"":""rogue_2_relic_grace_89"",""checkCharBoxTypes"":{},""checkCharBoxParams"":{}}","{""id"":""rogue_2_relic_grace_89"",""buffs"":[{""key"":""char_attribute_add"",""blackboard"":[{""key"":""block_cnt"",""value"":1.0,""valueStr"":null},{""key"":""selector.profession"",""value"":0.0,""valueStr"":""warrior|sniper|tank|medic|support|caster|special|pioneer""}]},{""key"":""change_stage"",""blackboard"":[{""key"":""from"",""value"":0.0,""valueStr"":""ro2_b_6""},{""key"":""to"",""value"":0.0,""valueStr"":""ro2_b_7""}]}]}","{""id"":""rogue_2_relic_grace_89"",""name"":""“观望”"",""description"":""水月对自己的认知并不偏向海嗣或是人类，他只是在做自己认为正确的事。"",""usage"":""所有我方干员阻挡数+1，让探索走向不同的结局"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_2_relic_grace_89"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""SUPER_RARE"",""sortId"":999,""canSacrifice"":false,""tinyIconColor"":null,""unlockCondDesc"":""【内容拓展 · 二】后，完成一次游戏结局"",""shortUsage"":null}"
"""犹疑""",IS3,水月与深蓝之树,rogue_2,240,9,,rogue_2_relic_grace_90,“犹疑”,SUPER_RARE,,所有我方干员阻挡数-1（不会低于1），让探索走向不同的结局,水月的海嗣本能压过人性后产生自我怀疑的具象表征。只要这种身份认知还不明晰，就仍会对水月造成不良影响。,【内容拓展 · 二】后，完成一次游戏结局,rogue_2_relic_grace_90,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_2_relic_grace_90.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_grace_90.png,是,rogue_2_enroll_2,,,,是,,"{""id"":""rogue_2_relic_grace_90"",""checkCharBoxTypes"":{},""checkCharBoxParams"":{}}","{""id"":""rogue_2_relic_grace_90"",""buffs"":[{""key"":""char_attribute_add"",""blackboard"":[{""key"":""block_cnt"",""value"":-1.0,""valueStr"":null},{""key"":""selector.profession"",""value"":0.0,""valueStr"":""warrior|sniper|tank|medic|support|caster|special|pioneer""}]},{""key"":""global_buff_normal"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""ensure_block[all]""},{""key"":""selector.profession"",""value"":0.0,""valueStr"":""warrior|sniper|tank|medic|support|caster|special|pioneer""}]},{""key"":""change_stage"",""blackboard"":[{""key"":""from"",""value"":0.0,""valueStr"":""ro2_b_6""},{""key"":""to"",""value"":0.0,""valueStr"":""ro2_b_7""}]}]}","{""id"":""rogue_2_relic_grace_90"",""name"":""“犹疑”"",""description"":""水月的海嗣本能压过人性后产生自我怀疑的具象表征。只要这种身份认知还不明晰，就仍会对水月造成不良影响。"",""usage"":""所有我方干员阻挡数-1（不会低于1），让探索走向不同的结局"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_2_relic_grace_90"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""SUPER_RARE"",""sortId"":999,""canSacrifice"":false,""tinyIconColor"":null,""unlockCondDesc"":""【内容拓展 · 二】后，完成一次游戏结局"",""shortUsage"":null}"
"""未尽的生命""",IS3,水月与深蓝之树,rogue_2,241,9,,rogue_2_relic_curse_4,“未尽的生命”,RARE,,每进入新的一层时，使随机一名干员产生排异反应,恐鱼体内的囊状组织，用以临时存储即将排出体外的幼卵，在主体死去后会自动脱落，在较长时间内仍能保持活性。当心，不要戳破它！,,rogue_2_relic_curse_4,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_2_relic_curse_4.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_curse_4.png,否,rogue_2_enroll_2,,,,是,,"{""id"":""rogue_2_relic_curse_4"",""checkCharBoxTypes"":{},""checkCharBoxParams"":{}}","{""id"":""rogue_2_relic_curse_4"",""buffs"":[{""key"":""zone_into_mutation"",""blackboard"":[{""key"":""count"",""value"":1.0,""valueStr"":null}]}]}","{""id"":""rogue_2_relic_curse_4"",""name"":""“未尽的生命”"",""description"":""恐鱼体内的囊状组织，用以临时存储即将排出体外的幼卵，在主体死去后会自动脱落，在较长时间内仍能保持活性。当心，不要戳破它！"",""usage"":""每进入新的一层时，使随机一名干员产生排异反应"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_2_relic_curse_4"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""CURSE"",""rarity"":""RARE"",""sortId"":999,""canSacrifice"":true,""tinyIconColor"":null,""unlockCondDesc"":null,""shortUsage"":null}"
深蓝回忆,IS3,水月与深蓝之树,rogue_2,242,9,,rogue_2_relic_curse_9,深蓝回忆,SUPER_RARE,,灯火-100，获得时立即使随机一名干员产生排异反应,即使你对实验室的研究内容只有丁点记忆 ，那也足以让你感到畏惧。或许在那个年代，为了生存，你，以及那些与你身份相同的人，都曾做过一些无法被饶恕的事。,【内容拓展 · 二】后，完成一次游戏结局,rogue_2_relic_curse_9,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_2_relic_curse_9.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_curse_9.png,是,rogue_2_enroll_2,,,,是,,"{""id"":""rogue_2_relic_curse_9"",""checkCharBoxTypes"":{},""checkCharBoxParams"":{}}","{""id"":""rogue_2_relic_curse_9"",""buffs"":[{""key"":""immediate_mutation"",""blackboard"":[{""key"":""count"",""value"":1.0,""valueStr"":null}]},{""key"":""immediate_cost"",""blackboard"":[{""key"":""id"",""value"":0.0,""valueStr"":""rogue_2_san""},{""key"":""count"",""value"":100.0,""valueStr"":null}]}]}","{""id"":""rogue_2_relic_curse_9"",""name"":""深蓝回忆"",""description"":""即使你对实验室的研究内容只有丁点记忆 ，那也足以让你感到畏惧。或许在那个年代，为了生存，你，以及那些与你身份相同的人，都曾做过一些无法被饶恕的事。"",""usage"":""灯火-100，获得时立即使随机一名干员产生排异反应"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_2_relic_curse_9"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""CURSE"",""rarity"":""SUPER_RARE"",""sortId"":999,""canSacrifice"":false,""tinyIconColor"":null,""unlockCondDesc"":""【内容拓展 · 二】后，完成一次游戏结局"",""shortUsage"":null}"
深蓝之树,IS3,水月与深蓝之树,rogue_2,243,9,,rogue_2_relic_curse_10,深蓝之树,SUPER_RARE,,所有敌人攻击速度+15；每次作战若未损失目标生命，战斗结束后灯火+15,通过祂的躯体，水月得以成为祂们的一员。祂的意志虽已消亡，祂的细胞仍在活动，熔岩已是祂的食粮，参天大树将向星球核心生长。若无人阻止，终有一日，祂将在星核中重生，并将泰拉邀为大群的一员。,【内容拓展 · 二】后，完成一次游戏结局,rogue_2_relic_curse_10,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_2_relic_curse_10.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_curse_10.png,是,rogue_2_enroll_2,,,,是,,"{""id"":""rogue_2_relic_curse_10"",""checkCharBoxTypes"":{},""checkCharBoxParams"":{}}","{""id"":""rogue_2_relic_curse_10"",""buffs"":[{""key"":""global_buff_normal"",""blackboard"":[{""key"":""key"",""value"":0.0,""valueStr"":""enemy_attack_speed_down""},{""key"":""attack_speed"",""value"":15.0,""valueStr"":null}]},{""key"":""gain_on_perfect"",""blackboard"":[{""key"":""id"",""value"":0.0,""valueStr"":""rogue_2_san""},{""key"":""count"",""value"":15.0,""valueStr"":null}]}]}","{""id"":""rogue_2_relic_curse_10"",""name"":""深蓝之树"",""description"":""通过祂的躯体，水月得以成为祂们的一员。祂的意志虽已消亡，祂的细胞仍在活动，熔岩已是祂的食粮，参天大树将向星球核心生长。若无人阻止，终有一日，祂将在星核中重生，并将泰拉邀为大群的一员。"",""usage"":""所有敌人攻击速度+15；每次作战若未损失目标生命，战斗结束后灯火+15"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_2_relic_curse_10"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""CURSE"",""rarity"":""SUPER_RARE"",""sortId"":999,""canSacrifice"":false,""tinyIconColor"":null,""unlockCondDesc"":""【内容拓展 · 二】后，完成一次游戏结局"",""shortUsage"":null}"
无字珊瑚,IS3,水月与深蓝之树,rogue_2,246,9,,rogue_2_relic_grace_71,无字珊瑚,RARE,,每消耗1掷骰次数，回复5灯火,这物体上没有字迹，只有淡淡的香味。某种物质在空气中传播，为大群带去信息。,在不损失目标生命的情况下胜利紧急作战【瞻前顾后】,rogue_2_relic_grace_71,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_2_relic_grace_71.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_grace_71.png,否,rogue_2_enroll_2,,,,是,,"{""id"":""rogue_2_relic_grace_71"",""checkCharBoxTypes"":{},""checkCharBoxParams"":{}}","{""id"":""rogue_2_relic_grace_71"",""buffs"":[{""key"":""gain_on_dice_roll"",""blackboard"":[{""key"":""id"",""value"":0.0,""valueStr"":""rogue_2_san""},{""key"":""count"",""value"":5.0,""valueStr"":null}]}]}","{""id"":""rogue_2_relic_grace_71"",""name"":""无字珊瑚"",""description"":""这物体上没有字迹，只有淡淡的香味。某种物质在空气中传播，为大群带去信息。"",""usage"":""每消耗1掷骰次数，回复5灯火"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_2_relic_grace_71"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""RARE"",""sortId"":999,""canSacrifice"":false,""tinyIconColor"":null,""unlockCondDesc"":""在不损失目标生命的情况下胜利紧急作战【瞻前顾后】"",""shortUsage"":null}"
地底的灼痕,IS3,水月与深蓝之树,rogue_2,247,9,,rogue_2_relic_grace_72,地底的灼痕,RARE,,每次作战若未损失目标生命，战斗结束后灯火+6,海民们对陆上的事情毫不关心，自然也体会不到被阳光照耀时深入心灵的暖意。,,rogue_2_relic_grace_72,https://torappu.prts.wiki/assets/roguelike_topic_itempic/rogue_2_relic_grace_72.png,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_grace_72.png,否,rogue_2_enroll_2,,,,是,,"{""id"":""rogue_2_relic_grace_72"",""checkCharBoxTypes"":{},""checkCharBoxParams"":{}}","{""id"":""rogue_2_relic_grace_72"",""buffs"":[{""key"":""gain_on_perfect"",""blackboard"":[{""key"":""id"",""value"":0.0,""valueStr"":""rogue_2_san""},{""key"":""count"",""value"":6.0,""valueStr"":null}]}]}","{""id"":""rogue_2_relic_grace_72"",""name"":""地底的灼痕"",""description"":""海民们对陆上的事情毫不关心，自然也体会不到被阳光照耀时深入心灵的暖意。"",""usage"":""每次作战若未损失目标生命，战斗结束后灯火+6"",""obtainApproach"":""在集成战略模式中获得"",""iconId"":""rogue_2_relic_grace_72"",""itemIconGroupId"":null,""type"":""RELIC"",""subType"":""NONE"",""rarity"":""RARE"",""sortId"":999,""canSacrifice"":false,""tinyIconColor"":null,""unlockCondDesc"":null,""shortUsage"":null}"
