name,current_is1_pool,item_kind,classification_reason,official_rarity,game_rarity,game_value,demand_multiplier,grid_size,size_review,is,theme,order_id,is1_order_id,effect,game_effect,description,unlock,apex_rank,apex_selected,enabled,notes,relic_id,local_icon
难闻的治疗粉,是,收集品,无可直接映射的现有战斗效果,NORMAL,稀有,4000,1.60x,1x1,是,IS1,刻俄柏的灰蕈迷境,79,79,所有我方单位的生命+20%,,“干燥磨粉后的安德根与布洛克花可以用于外敷疗伤”——《罗德岛野外生存指南》,,,否,是,,relic_79,
难闻的止血剂,是,收集品,无可直接映射的现有战斗效果,NORMAL,普通,1700,1.45x,1x1,是,IS6,岁的界园志异,082,80,所有我方单位的生命+20%，【伺烛客】额外+10%,,“这种源石虫的体液经过发酵处理之后可以用于止血”——《罗德岛野外生存指南》,,,否,是,,rogue_5_relic_legacy_92,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_92.png
急救药箱,是,收集品,无可直接映射的现有战斗效果,RARE,稀有,3700,1.60x,1x1,否,IS7,沉沦者的黑流树海,078,81,所有我方单位的生命+35%,,“…抗生素与乙醇添加物，请在专业人士指导下使用…”——雷姆必拓安全生产指南,,,否,是,,rogue_6_relic_legacy_89,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_legacy_89.png
白垩色治疗针,是,收集品,无可直接映射的现有战斗效果,SUPER_RARE,绝世,21200,2.00x,2x1,否,IS1,刻俄柏的灰蕈迷境,82,82,所有我方单位的生命+50%,,“…提高个体细胞全能性，治愈一切伤痛不适…”——塞雷娅桌上的说明手册,,24,否,是,,relic_82,
便宜食用盐,是,藏品,现有战斗系统可映射：输出伤害,NORMAL,稀有,4300,1.00x,1x1,是,IS1,刻俄柏的灰蕈迷境,83,83,所有敌方单位受到的物理伤害+15%,所有敌方单位受到的物理伤害+15%,伤口上撒盐。,,,否,是,,relic_83,
辅助麻痹工具,是,藏品,现有战斗系统可映射：输出伤害,NORMAL,稀有,4300,1.00x,1x1,是,IS1,刻俄柏的灰蕈迷境,84,84,所有敌方单位受到的物理伤害+18%,所有敌方单位受到的物理伤害+18%,嘉维尔想通过“让病人痛到不能再痛”这种方法来止痛，这是不对的。,选择【堡垒战术分队】完成游戏结局,,否,是,,relic_84,
血腥链锯,是,藏品,现有战斗系统可映射：输出伤害,RARE,珍贵,9500,1.00x,1x1,是,IS1,刻俄柏的灰蕈迷境,85,85,所有敌方单位受到的物理伤害+25%,所有敌方单位受到的物理伤害+25%,像是从恐怖片里带出来的道具，很吓人。煌昨天拿来切西瓜了。,,,否,是,,relic_85,
另一颗铆钉,是,藏品,现有战斗系统可映射：输出伤害,SUPER_RARE,绝世,19000,1.00x,1x1,是,IS1,刻俄柏的灰蕈迷境,86,86,所有敌方单位受到的物理伤害+35%,所有敌方单位受到的物理伤害+35%,随处可见的铆钉。“朋友，你又弄得满手油污？你啥时候磨平了双角？你为什么身上长石头？你怎么一句话也不说？”,,,否,是,,relic_86,
活性粉尘,是,藏品,现有战斗系统可映射：输出伤害,NORMAL,稀有,4300,1.00x,1x1,是,IS1,刻俄柏的灰蕈迷境,87,87,所有敌方单位受到的法术伤害+20%,所有敌方单位受到的法术伤害+20%,泰拉源石工业生产中的废弃物，很危险，请妥善处置。阿——嚏。,,,否,是,,relic_87,
源石射灯,是,藏品,现有战斗系统可映射：输出伤害,NORMAL,稀有,4300,1.00x,1x1,否,IS1,刻俄柏的灰蕈迷境,88,88,所有敌方单位受到的法术伤害+23%,所有敌方单位受到的法术伤害+23%,通过激发源石活性而获得照明效果的射灯，直接照射对人体有损害。,？？？,,否,是,,relic_88,
源石环境发生器,是,藏品,现有战斗系统可映射：输出伤害,RARE,珍贵,9500,1.00x,1x1,是,IS1,刻俄柏的灰蕈迷境,89,89,所有敌方单位受到的法术伤害+30%,所有敌方单位受到的法术伤害+30%,通过提前布置源石晶体以确保法术小队完成任务，这种作战方式......,,,否,是,,relic_89,
无主的萨克斯,是,藏品,现有战斗系统可映射：输出伤害,SUPER_RARE,绝世,19700,1.00x,1x1,是,IS1,刻俄柏的灰蕈迷境,90,90,所有敌方单位受到的法术伤害+40%,所有敌方单位受到的法术伤害+40%,它的主人已死。有一位术师生前从未登上高塔，却能奏响整个天空。它等待，等待莱塔尼亚的一切技艺重归自由，它等待已久。,,,否,是,,relic_90,
“文明的存续”,是,藏品,现有战斗系统可映射：输出伤害,SUPER_RARE,绝世,20900,1.00x,1x1,是,IS7,沉沦者的黑流树海,231,91,所有敌方单位受到的真实伤害+150%,所有敌方单位受到的真实伤害+150%,小小的黑色王冠。,？？？,,否,是,,rogue_6_relic_legacy_11,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_legacy_11.png
手工小包,是,收集品,无可直接映射的现有战斗效果,NORMAL,普通,1700,1.45x,1x1,是,IS1,刻俄柏的灰蕈迷境,92,92,所有干员的初始技力+6,,巫恋和柏喙各自负责制作了其中一部分。,,,否,是,,relic_92,
*一点*加班费,是,收集品,无可直接映射的现有战斗效果,NORMAL,普通,1900,1.45x,2x1,否,IS1,刻俄柏的灰蕈迷境,93,93,所有干员的初始技力+8,,一小笔提升员工动力的成本费用，看得出来老板给得很不情愿，真的。所以这肯定不是企鹅物流的老板。,在目标生命值不小于15时通过第三层【千条道路】,,否,是,,relic_93,
可露希尔的怜悯,是,收集品,无可直接映射的现有战斗效果,RARE,珍贵,7700,1.80x,1x1,否,IS1,刻俄柏的灰蕈迷境,94,94,所有干员的初始技力+12,,资源富足的时期才会出现的梦幻票劵，这时候可露希尔甚至允许干员们在她的商店尽情挥霍。其实根本不够尽情挥霍。,,,否,是,,relic_94,
“日光灯”,是,收集品,无可直接映射的现有战斗效果,SUPER_RARE,珍贵,8500,1.80x,1x1,是,IS1,刻俄柏的灰蕈迷境,95,95,所有干员的初始技力+18,,我生下来就是拉特兰人。啊，不。我从会说话开始就是拉特兰人。,,,否,是,,relic_95,
香草沙士汽水,是,收集品,无可直接映射的现有战斗效果,NORMAL,普通,1000,1.45x,1x1,是,IS7,沉沦者的黑流树海,038,96,所有自然回复技能的技力恢复+0.2/秒,,玻利瓦尔本地的廉价饮料，拥有上百年历史，混合多种香料，特点是不好喝。,,,否,是,,rogue_6_relic_legacy_2,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_legacy_2.png
丰蹄能量饮料,是,收集品,无可直接映射的现有战斗效果,NORMAL,普通,1600,1.45x,1x1,是,IS1,刻俄柏的灰蕈迷境,97,97,所有自然回复技能的技力恢复+0.25/s,,“你以为拜松凭什么能骑自行车追上德克萨斯？”,选择【远程战术分队】完成游戏结局,,否,是,,relic_97,
辣椒老妈,是,收集品,无可直接映射的现有战斗效果,RARE,稀有,3800,1.60x,1x1,是,IS1,刻俄柏的灰蕈迷境,98,98,所有自然回复技能的技力恢复+0.35/s,,来自炎国某个西南移动城邦的特色饮料，口味辛辣，据说也是一种调料。,,,否,是,,relic_98,
脑力药片,是,收集品,无可直接映射的现有战斗效果,SUPER_RARE,珍贵,9100,1.80x,1x2,否,IS1,刻俄柏的灰蕈迷境,99,99,所有自然回复技能的技力恢复+0.5/s,,沙滩伞制药公司开发的新型醒脑剂，无副作用，薄荷口味，无糖。,,,否,是,,relic_99,
荒地龙舌兰,是,收集品,无可直接映射的现有战斗效果,NORMAL,普通,1300,1.45x,1x1,是,IS2,傀影与猩红孤钻,157,100,所有攻击和受击回复的技能每3.5秒回复1点技力,,原产自玻利瓦尔的廉价蒸馏酒，味道很冲，广受哥伦比亚拓荒者的好评。,,,否,是,,rogue_1_relic_q18,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_1/rogue_1_relic_q18.png
摩根队长佳酿,是,收集品,无可直接映射的现有战斗效果,NORMAL,普通,1300,1.45x,1x1,是,IS7,沉沦者的黑流树海,081,101,初始技力+2，所有攻击和受击回复的技能每3秒回复1点技力,,一种产自伊比利亚地区的酒，在维多利亚中部城市大受欢迎，现已停产。,,,否,是,,rogue_6_relic_legacy_95,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_legacy_95.png
生命之水,是,收集品,无可直接映射的现有战斗效果,RARE,稀有,3300,1.60x,1x2,否,IS7,沉沦者的黑流树海,082,102,初始技力+3，所有攻击和受击回复的技能每2.5秒回复1点技力,,度数奇高的乌萨斯烈酒，上头，据说一个健康的乌萨斯人能干掉好几瓶。,,,否,是,,rogue_6_relic_legacy_96,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_legacy_96.png
皇家利口酒,是,收集品,无可直接映射的现有战斗效果,SUPER_RARE,珍贵,6700,1.80x,1x1,是,IS7,沉沦者的黑流树海,083,103,初始技力+5，所有攻击和受击回复的技能每1.5秒回复1点技力,,已灭亡国家“高卢”的好酒，现在成为了收藏家手中的珍惜奇货，价格不菲。产地现处莱塔尼亚境内，工艺则已经失传。,在多局游戏中累计击败领袖【德莱昂】2次,,否,是,,rogue_6_relic_legacy_97,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_legacy_97.png
钝爪-突破,是,收集品,部署系统（当前系统无对应）,NORMAL,稀有,4500,1.60x,1x1,是,IS6,岁的界园志异,154,104,所有【先锋】干员的部署费用-50%，生命+60%,,在波涛中插下顽石，分割巨浪，破开迷雾。,,,否,是,,rogue_5_relic_legacy_98,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_98.png
钝爪-典训,是,收集品,希望（当前系统无对应）,NORMAL,普通,1000,1.45x,1x1,是,IS6,岁的界园志异,016,105,立即进阶一个【先锋】干员（不消耗希望）,,一套强有力的装备，一颗勇往直前的心。,,,否,是,,rogue_5_relic_legacy_1,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_1.png
钝爪-爆发,是,藏品,现有战斗系统可映射：攻击力→输出伤害,NORMAL,普通,1700,1.00x,1x1,是,IS6,岁的界园志异,134,106,所有【先锋】干员的初始技力+10，攻击力+10%,所有【先锋】干员的初始技力+10，攻击力+10%,他已经把所有后续部队的事情都干完了，还要别人做什么？,,,否,是,,rogue_5_relic_legacy_55,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_55.png
钝爪-熟稔,是,收集品,无可直接映射的现有战斗效果,RARE,稀有,3700,1.60x,1x1,是,IS6,岁的界园志异,133,107,所有【先锋】干员的技力消耗-35%,,作为大部分时候最先进入战场的干员，你无法想象他们经历了多少。,,,否,是,,rogue_5_relic_legacy_54,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_54.png
钝爪-振奋,是,收集品,战斗效果当前未接入，避免新增系统,RARE,珍贵,8200,1.80x,1x1,是,IS2,傀影与猩红孤钻,096,108,所有【先锋】干员的再部署时间-50%,,只是战略性撤退而已，这样才好在贯穿敌人前看清他们长什么样。,在多局游戏中累计击败领袖【“遗弃者”】3次,,否,是,,rogue_1_relic_p04,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_1/rogue_1_relic_p04.png
钝爪-百战,是,藏品,现有战斗系统可映射：攻击力→输出伤害,RARE,珍贵,10000,1.00x,1x1,是,IS7,沉沦者的黑流树海,144,109,战斗开始60秒内，所有【先锋】攻击力+100%，防御力+100%,战斗开始60秒内，所有【先锋】攻击力+100%，防御力+100%,“当黑漆漆的敌人向我涌来时，我脑海里只想到四个字——它们完了。”,,,否,是,,rogue_6_relic_legacy_65,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_legacy_65.png
折戟-突破,是,收集品,部署系统（当前系统无对应）,NORMAL,稀有,4200,1.60x,1x1,是,IS6,岁的界园志异,156,110,所有【近卫】干员的部署费用-3，生命+40%，获得15%物理闪避,,战士走入战场，战士拔出战刃，战士迎接战斗。,,,否,是,,rogue_5_relic_legacy_100,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_100.png
折戟-典训,是,收集品,希望（当前系统无对应）,NORMAL,普通,1100,1.45x,1x2,否,IS6,岁的界园志异,017,111,立即进阶一个【近卫】干员（不消耗希望）,,有的人用剑是因为他们不会用弩也不会用法术。而有的人用剑，是因为只有用剑的必要。,,,否,是,,rogue_5_relic_legacy_2,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_2.png
折戟-锋刃,是,藏品,现有战斗系统可映射：攻击力→输出伤害,NORMAL,普通,2100,1.00x,1x2,否,IS7,沉沦者的黑流树海,145,112,所有【近卫】干员的攻击力+25%,所有【近卫】干员的攻击力+25%,“这是你这个月砍坏的第七把刀了。”“但是我这个月砍了八个敌人。”,,,否,是,,rogue_6_relic_legacy_66,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_legacy_66.png
折戟-浴血,是,收集品,无可直接映射的现有战斗效果,SUPER_RARE,珍贵,6300,1.80x,1x1,是,IS7,沉沦者的黑流树海,146,113,所有【近卫】干员在攻击后获得2点技力,,愈战愈勇的战士十分少见，我们常需要安排一些心理辅导来缓和战后的情绪。,,,否,是,,rogue_6_relic_legacy_67,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_legacy_67.png
折戟-一夫当关,是,收集品,战斗效果当前未接入，避免新增系统,RARE,稀有,3500,1.60x,2x2,否,IS3,水月与深蓝之树,140,114,所有【近卫】干员的阻挡数+1,,并不是只有身穿重甲或是手持盾牌的人才擅长抵御敌人的攻击。迅速击溃有可能对你造成伤害的敌人才是最好的防守。,在多局游戏中累计击败领袖【塑路者】3次,,否,是,,rogue_2_relic_fight_54,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_2/rogue_2_relic_fight_54.png
折戟-破釜沉舟,是,藏品,现有战斗系统可映射：攻击力→输出伤害,SUPER_RARE,绝世,19900,1.00x,1x1,是,IS6,岁的界园志异,137,115,所有【近卫】干员的防御力-40%，但攻击力+40%，攻击速度+30,所有【近卫】干员的防御力-40%，但攻击力+40%，攻击速度+30,不太建议向煌学习那些技巧。,,,否,是,,rogue_5_relic_legacy_58,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_58.png
铁卫-突破,是,收集品,部署系统（当前系统无对应）,NORMAL,稀有,5700,1.60x,2x2,否,IS6,岁的界园志异,155,116,所有【重装】干员的部署费用-6，生命+40%,,持盾者连成山脉，连成土地，他们对抗的不是血肉之敌，他们对抗命运，对抗不公。,,,否,是,,rogue_5_relic_legacy_99,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_99.png
铁卫-典训,是,收集品,希望（当前系统无对应）,NORMAL,普通,900,1.45x,1x1,是,IS6,岁的界园志异,018,117,立即进阶一个【重装】干员（不消耗希望）,,划痕是荣耀，但那些碎如齑粉的战士，谁来铭记？,,,否,是,,rogue_5_relic_legacy_3,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_3.png
铁卫-侵掠,是,藏品,现有战斗系统可映射：攻击力→输出伤害,NORMAL,稀有,4300,1.00x,1x1,是,IS7,沉沦者的黑流树海,147,118,所有【重装】干员的攻击力+60%,所有【重装】干员的攻击力+60%,对队友和战略目的的保护行动往往会让人忽视他们原本的侵略性。,,,否,是,,rogue_6_relic_legacy_68,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_legacy_68.png
铁卫-不动,是,收集品,战斗效果当前未接入，避免新增系统,RARE,珍贵,9400,1.80x,1x1,是,IS2,傀影与猩红孤钻,105,119,所有【重装】干员的防御力+25%，生命+50%,,“真有人能在那种规模的轰炸下一动不动？”“谁说一动不动的，他还往前挪了几步。”,,,否,是,,rogue_1_relic_p13,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_1/rogue_1_relic_p13.png
铁卫-推进,是,收集品,敌人属性效果当前未接入（生命值除外）,RARE,珍贵,9700,1.80x,1x1,是,IS6,岁的界园志异,265,120,所有【重装】干员每2秒束缚自身附近所有敌人1秒，并造成相当于攻击力100%的真实伤害,,以放弃防守换取进攻的机会，毁灭的阵线向前迈进。,,,否,是,,rogue_5_relic_return_22,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_return_22.png
铁卫-无锋,是,收集品,无可直接映射的现有战斗效果,SUPER_RARE,珍贵,7400,1.80x,1x1,是,IS6,岁的界园志异,157,121,所有【重装】干员在受到攻击后获得2点技力，并且技力消耗-20%,,他们承受的每一次攻击，都将化作怒火数倍返还。,,,否,是,,rogue_5_relic_legacy_101,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_101.png
残弩-突破,是,收集品,部署系统（当前系统无对应）,NORMAL,稀有,4300,1.60x,1x1,是,IS7,沉沦者的黑流树海,149,122,所有【狙击】干员的部署费用-2，生命+60%,,上膛，瞄准，开火，毁灭如期而至。,,,否,是,,rogue_6_relic_legacy_70,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_legacy_70.png
残弩-百步穿杨,是,藏品,现有战斗系统可映射：攻击力→输出伤害,NORMAL,普通,1800,1.00x,1x1,是,IS6,岁的界园志异,140,123,所有【狙击】干员的攻击力+20%,所有【狙击】干员的攻击力+20%,在源石技艺尚不如今天发达的时代，炎国曾以“百步穿杨”的典故来称赞他人箭术高超。,,,否,是,,rogue_5_relic_legacy_61,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_61.png
残弩-典训,是,收集品,希望（当前系统无对应）,NORMAL,普通,1000,1.45x,1x1,是,IS6,岁的界园志异,019,124,立即进阶一个【狙击】干员（不消耗希望）,,“要么，你们控制点火力。要么，你们搞对目标，好吗？”,,,否,是,,rogue_5_relic_legacy_4,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_4.png
残弩-战场依存,是,收集品,无可直接映射的现有战斗效果,RARE,稀有,2400,1.60x,1x1,是,IS2,傀影与猩红孤钻,110,125,所有【狙击】干员的自然技力恢复+0.5/秒,,和武器越发亲密的狙击手，越不容易遭到武器的背叛。,,,否,是,,rogue_1_relic_p18,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_1/rogue_1_relic_p18.png
残弩-交叉火力,是,藏品,现有战斗系统可映射：攻击力→输出伤害,RARE,珍贵,8100,1.00x,1x1,是,IS6,岁的界园志异,164,126,所有【狙击】干员的攻击力+40%,所有【狙击】干员的攻击力+40%,密集的火力网布置同时让狙击干员们暴露在危险之中，接下来是一场关于准星的博弈。,,,否,是,,rogue_5_relic_legacy_108,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_108.png
残弩-神速,是,收集品,战斗效果当前未接入，避免新增系统,SUPER_RARE,珍贵,8800,1.80x,1x2,否,IS7,沉沦者的黑流树海,150,127,所有【狙击】干员的攻击速度+70,,据说古维多利亚的传奇弓手可以让箭矢几乎连成一线。,,,否,是,,rogue_6_relic_legacy_71,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_legacy_71.png
断杖-突破,是,收集品,部署系统（当前系统无对应）,NORMAL,稀有,4900,1.60x,1x2,否,IS7,沉沦者的黑流树海,151,128,所有【术师】干员的部署费用-3，生命+60%,,让技艺在指尖起舞，呼风唤雨，搅乱现实，达成你宏伟的目的。,,,否,是,,rogue_6_relic_legacy_72,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_legacy_72.png
断杖-典训,是,收集品,希望（当前系统无对应）,NORMAL,普通,1100,1.45x,1x2,否,IS6,岁的界园志异,020,129,立即进阶一个【术师】干员（不消耗希望）,,“看过某些术师干员的‘表演’后，我选择默默收起那本莱塔尼亚教材。”,,,否,是,,rogue_5_relic_legacy_5,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_5.png
断杖-织法者,是,藏品,现有战斗系统可映射：攻击力→输出伤害,NORMAL,稀有,4600,1.00x,1x2,否,IS6,岁的界园志异,142,130,所有【术师】干员的攻击力+25%，攻击速度+25,所有【术师】干员的攻击力+25%，攻击速度+25,在莱塔尼亚仰望高塔的时候经常会看见一些奇怪的现象......甚至是天象。,,,否,是,,rogue_5_relic_legacy_63,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_63.png
断杖-咏唱,是,收集品,战斗效果当前未接入，避免新增系统,RARE,稀有,3900,1.60x,1x2,否,IS2,傀影与猩红孤钻,115,131,所有【术师】干员的攻击速度+40,,虽然音乐与法术有着奇妙的联系，呃，但这不是某些人五音不全的借口。,,,否,是,,rogue_1_relic_p23,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_1/rogue_1_relic_p23.png
断杖-凝神,是,收集品,无可直接映射的现有战斗效果,RARE,稀有,2700,1.60x,1x2,否,IS6,岁的界园志异,143,132,所有【术师】干员的技力恢复+0.4/秒,,“当一个术师打算全力以赴，哪怕是天火小姐那种坏脾气术师，也会展露出截然不同的气质。”,,,否,是,,rogue_5_relic_legacy_64,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_64.png
断杖-苦难巫咒,是,藏品,现有战斗系统可映射：输出伤害,SUPER_RARE,绝世,20900,1.00x,1x2,否,IS6,岁的界园志异,165,133,所有【术师】干员造成的法术伤害+70%,所有【术师】干员造成的法术伤害+70%,萨卡兹接触源石的起源几乎无从考证，古老法术的起点早已脱离物质现实与逻辑常理。,,,否,是,,rogue_5_relic_legacy_109,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_109.png
支柱-突破,是,收集品,部署系统（当前系统无对应）,NORMAL,稀有,4200,1.60x,1x1,是,IS7,沉沦者的黑流树海,157,134,所有【辅助】干员的部署费用-2，生命+60%,,当“差一点完成任务”的时候，你需要的正是那个帮你补上“差一点”的人。,,,否,是,,rogue_6_relic_legacy_78,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_legacy_78.png
支柱-典训,是,收集品,希望（当前系统无对应）,NORMAL,普通,900,1.45x,1x1,是,IS6,岁的界园志异,021,135,立即进阶一个【辅助】干员（不消耗希望）,,他们行动的时候总是五花八门的。,,,否,是,,rogue_5_relic_legacy_6,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_6.png
支柱-次要战场,是,藏品,现有战斗系统可映射：攻击力→输出伤害,NORMAL,稀有,4200,1.00x,1x1,是,IS2,傀影与猩红孤钻,119,136,所有【辅助】干员的【召唤物】攻击力+50%,所有【辅助】干员的【召唤物】攻击力+50%,“呃，机械和源石技艺衍生物我尚且能理解，但是不是有些别的......”,在多局游戏中累计进入事件【讲故事的人】2次,,否,是,,rogue_1_relic_p27,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_1/rogue_1_relic_p27.png
支柱-勤奋,是,收集品,无可直接映射的现有战斗效果,SUPER_RARE,珍贵,8400,1.80x,1x1,是,IS7,沉沦者的黑流树海,159,137,所有【辅助】干员的技力消耗-40%,,即使是看似最微小的工作，干员们也会全力以赴。何况事实上，一点也不微小。,,,否,是,,rogue_6_relic_legacy_80,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_legacy_80.png
支柱-破兵,是,收集品,敌人属性效果当前未接入（生命值除外）,RARE,稀有,3300,1.60x,1x1,是,IS2,傀影与猩红孤钻,121,138,所有【辅助】干员攻击范围内的敌方单位攻击力-15%,,削弱敌人的伤害有很多手段：腐蚀兵器，摧残精神，加大重力，以及......让他们肚子疼。,在多局游戏中累计进入事件【讲故事的人】8次,,否,是,,rogue_1_relic_p29,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_1/rogue_1_relic_p29.png
支柱-枯法,是,收集品,敌人属性效果当前未接入（生命值除外）,RARE,珍贵,12500,1.80x,2x2,否,IS6,岁的界园志异,152,139,所有【辅助】干员攻击范围内的敌方单位防御力-30%，法术抗性-30%,,弱化敌人的防御有很多手段：立场装置，法术彻甲，弱点标记，以及......让他们肚子疼。,,,否,是,,rogue_5_relic_legacy_96,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_96.png
医者-突破,是,收集品,部署系统（当前系统无对应）,NORMAL,稀有,4200,1.60x,1x1,是,IS6,岁的界园志异,162,140,所有【医疗】干员的部署费用-2，生命+60%,,拯救是人类必须赞许的美德，是这一切得以存续的仰仗。,,,否,是,,rogue_5_relic_legacy_106,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_106.png
医者-典训,是,收集品,希望（当前系统无对应）,NORMAL,普通,1000,1.45x,1x1,是,IS6,岁的界园志异,022,141,立即进阶一个【医疗】干员（不消耗希望）,,直到所有人都是医生，都能根治名为生活的病灶，直到那一刻我们才不需要医生。,,,否,是,,rogue_5_relic_legacy_7,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_7.png
医者-自医,是,收集品,无可直接映射的现有战斗效果,RARE,稀有,2300,1.60x,1x1,否,IS7,沉沦者的黑流树海,153,142,所有【医疗】干员的技力恢复+0.3/秒,,谁说医者不能自医，他们只是选择给自己来一片提神药然后继续帮助别人而已。,,,否,是,,rogue_6_relic_legacy_74,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_legacy_74.png
医者-强效试剂,是,藏品,现有战斗系统可映射：攻击力→输出伤害,RARE,珍贵,8100,1.00x,1x1,是,IS2,傀影与猩红孤钻,125,143,所有【医疗】干员的攻击力+40%,所有【医疗】干员的攻击力+40%,除了华法琳，没人敢采取这么激进的医疗手段，不过她从没失误过一次。,,,否,是,,rogue_1_relic_p33,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_1/rogue_1_relic_p33.png
医者-妙手,是,收集品,战斗效果当前未接入，避免新增系统,SUPER_RARE,珍贵,7800,1.80x,1x1,是,IS7,沉沦者的黑流树海,154,144,所有【医疗】干员的攻击速度+70,,比起从死亡手里多抢回一条命的伟业，事后昏睡个三天算什么？,,,否,是,,rogue_6_relic_legacy_75,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_legacy_75.png
医者-理智固剂,是,收集品,无可直接映射的现有战斗效果,SUPER_RARE,珍贵,5500,1.80x,1x1,是,IS2,傀影与猩红孤钻,127,145,所有【医疗】干员攻击范围内的我方单位获得抵抗,,加固你的思维，让你脑中帝国疆域上的每株杂草都无懈可击。,在多局游戏中累计进入事件【扎营】16次,,否,是,,rogue_1_relic_p35,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_1/rogue_1_relic_p35.png
锈刃-突破,是,收集品,部署系统（当前系统无对应）,NORMAL,稀有,4300,1.60x,1x1,是,IS7,沉沦者的黑流树海,155,146,所有【特种】干员的部署费用-3，生命+60%,,手段有很多，结局却只有一种。,,,否,是,,rogue_6_relic_legacy_76,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_6/rogue_6_relic_legacy_76.png
锈刃-典训,是,收集品,希望（当前系统无对应）,NORMAL,普通,1000,1.45x,1x1,是,IS6,岁的界园志异,023,147,立即进阶一个【特种】干员（不消耗希望）,,在与特种干员们进行实战练习的时候，请做好充足的“没做好准备就被打了”的准备。,,,否,是,,rogue_5_relic_legacy_8,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_5/rogue_5_relic_legacy_8.png
锈刃-处决,是,收集品,战斗效果当前未接入，避免新增系统,NORMAL,普通,1700,1.45x,1x2,否,IS2,傀影与猩红孤钻,129,148,所有【特种】干员的攻击速度+30,,红有一把小刀。她有一把小刀。,在多局游戏中累计进入事件【善良的木偶】2次,,否,是,,rogue_1_relic_p37,../../Assets/_Game/Resources/RogueRelics/Icons/rogue_1/rogue_1_relic_p37.png
